municipal,district,name_population,Year,all,finnish_sami,other,swedish,5874358,5878088,5911249,5934892,5934906,5952975,5958354,5961860,5961890,5961894,5968821,5975374,5978639,5980222,5980260,name_district,non_official_lang_percentage,time_to_fastest_cbd,id
49,632,Järvenperä,2019,4771.0,3987.0,529.0,255.0,62,52,47,22,31,37,59,41,53,57,54,45,53,34,55,Järvenperä,0.11087822259484385,22,049632
49,632,Järvenperä,2020,4747.0,3906.0,576.0,265.0,62,52,47,22,31,37,59,41,53,57,54,45,53,34,55,Järvenperä,0.12133979355382346,22,049632
49,633,Högnäs,2013,221.0,162.0,10.0,49.0,40,57,55,21,32,42,57,34,50,53,49,41,48,32,46,Högnäs,0.04524886877828054,21,049633
49,633,Högnäs,2014,219.0,157.0,12.0,50.0,40,57,55,21,32,42,57,34,50,53,49,41,48,32,46,Högnäs,0.0547945205479452,21,049633
49,633,Högnäs,2015,213.0,156.0,10.0,47.0,41,52,50,22,32,39,58,35,51,54,50,43,50,33,43,Högnäs,0.046948356807511735,22,049633
49,633,Högnäs,2016,213.0,162.0,7.0,44.0,41,52,50,22,32,39,58,35,51,54,50,43,50,33,43,Högnäs,0.03286384976525822,22,049633
49,633,Högnäs,2017,204.0,157.0,7.0,40.0,41,52,50,22,32,39,58,35,51,54,50,43,50,33,43,Högnäs,0.03431372549019608,22,049633
49,633,Högnäs,2018,211.0,162.0,9.0,40.0,63,54,49,23,35,39,61,44,55,59,60,47,55,34,58,Högnäs,0.04265402843601896,23,049633
49,633,Högnäs,2019,211.0,158.0,15.0,38.0,63,54,49,23,35,39,61,44,55,59,60,47,55,34,58,Högnäs,0.07109004739336493,23,049633
49,633,Högnäs,2020,206.0,156.0,15.0,35.0,63,54,49,23,35,39,61,44,55,59,60,47,55,34,58,Högnäs,0.07281553398058252,23,049633
49,634,Karhusuo,2013,2377.0,1975.0,191.0,211.0,40,55,53,21,37,37,57,34,50,53,49,41,48,32,47,Karhusuo,0.08035338662179217,21,049634
49,634,Karhusuo,2014,2479.0,2052.0,232.0,195.0,40,55,53,21,37,37,57,34,50,53,49,41,48,32,47,Karhusuo,0.0935861234368697,21,049634
49,634,Karhusuo,2015,2628.0,2156.0,267.0,205.0,40,52,50,21,32,39,58,34,51,54,50,43,50,33,44,Karhusuo,0.10159817351598173,21,049634
49,634,Karhusuo,2016,2624.0,2158.0,269.0,197.0,40,52,50,21,32,39,58,34,51,54,50,43,50,33,44,Karhusuo,0.10251524390243902,21,049634
49,634,Karhusuo,2017,2646.0,2148.0,299.0,199.0,40,52,50,21,32,39,58,34,51,54,50,43,50,33,44,Karhusuo,0.11300075585789872,21,049634
49,634,Karhusuo,2018,2730.0,2184.0,346.0,200.0,70,55,50,23,37,40,58,44,52,54,49,43,50,34,49,Karhusuo,0.12673992673992673,23,049634
49,634,Karhusuo,2019,2709.0,2155.0,358.0,196.0,70,55,50,23,37,40,58,44,52,54,49,43,50,34,49,Karhusuo,0.13215208564045774,23,049634
49,634,Karhusuo,2020,2745.0,2157.0,387.0,201.0,70,55,50,23,37,40,58,44,52,54,49,43,50,34,49,Karhusuo,0.14098360655737704,23,049634
49,635,Kunnarla,2013,264.0,222.0,17.0,25.0,49,66,64,32,53,51,66,50,60,62,59,50,57,38,55,Kunnarla,0.06439393939393939,32,049635
49,635,Kunnarla,2014,268.0,230.0,14.0,24.0,49,66,64,32,53,51,66,50,60,62,59,50,57,38,55,Kunnarla,0.05223880597014925,32,049635
49,635,Kunnarla,2015,263.0,225.0,15.0,23.0,56,70,61,38,53,48,64,50,57,59,56,48,55,38,53,Kunnarla,0.057034220532319393,38,049635
49,635,Kunnarla,2016,278.0,235.0,19.0,24.0,56,70,61,38,53,48,64,50,57,59,56,48,55,38,53,Kunnarla,0.0683453237410072,38,049635
49,635,Kunnarla,2017,277.0,229.0,25.0,23.0,56,70,61,38,53,48,64,50,57,59,56,48,55,38,53,Kunnarla,0.09025270758122744,38,049635
49,635,Kunnarla,2018,271.0,225.0,21.0,25.0,84,65,59,39,56,49,74,59,68,69,67,57,65,43,65,Kunnarla,0.07749077490774908,39,049635
49,635,Kunnarla,2019,262.0,218.0,21.0,23.0,84,65,59,39,56,49,74,59,68,69,67,57,65,43,65,Kunnarla,0.08015267175572519,39,049635
49,635,Kunnarla,2020,265.0,219.0,24.0,22.0,84,65,59,39,56,49,74,59,68,69,67,57,65,43,65,Kunnarla,0.09056603773584905,39,049635
49,642,Vanha-Nuuksio-Nupuri,2013,935.0,796.0,16.0,123.0,53,58,56,26,47,41,66,39,57,61,60,48,56,44,53,Vanha-Nuuksio-Nupuri,0.017112299465240642,26,049642
49,642,Vanha-Nuuksio-Nupuri,2014,949.0,798.0,24.0,127.0,53,58,56,26,47,41,66,39,57,61,60,48,56,44,53,Vanha-Nuuksio-Nupuri,0.02528977871443625,26,049642
49,642,Vanha-Nuuksio-Nupuri,2015,899.0,742.0,28.0,129.0,58,56,54,26,37,43,64,39,60,62,59,51,59,40,52,Vanha-Nuuksio-Nupuri,0.03114571746384872,26,049642
49,642,Vanha-Nuuksio-Nupuri,2016,959.0,791.0,35.0,133.0,58,56,54,26,37,43,64,39,60,62,59,51,59,40,52,Vanha-Nuuksio-Nupuri,0.0364963503649635,26,049642
49,642,Vanha-Nuuksio-Nupuri,2017,966.0,797.0,43.0,126.0,58,56,54,26,37,43,64,39,60,62,59,51,59,40,52,Vanha-Nuuksio-Nupuri,0.044513457556935816,26,049642
49,642,Vanha-Nuuksio-Nupuri,2018,1028.0,849.0,52.0,127.0,78,67,60,28,46,49,72,48,64,68,62,54,62,43,64,Vanha-Nuuksio-Nupuri,0.05058365758754864,28,049642
49,642,Vanha-Nuuksio-Nupuri,2019,1102.0,904.0,73.0,125.0,78,67,60,28,46,49,72,48,64,68,62,54,62,43,64,Vanha-Nuuksio-Nupuri,0.0662431941923775,28,049642
49,642,Vanha-Nuuksio-Nupuri,2020,1185.0,966.0,95.0,124.0,78,67,60,28,46,49,72,48,64,68,62,54,62,43,64,Vanha-Nuuksio-Nupuri,0.08016877637130802,28,049642
49,643,Siikajärvi,2013,943.0,834.0,40.0,69.0,54,65,63,31,56,47,72,44,63,68,64,55,63,54,63,Siikajärvi,0.042417815482502653,31,049643
49,643,Siikajärvi,2014,919.0,812.0,42.0,65.0,54,65,63,31,56,47,72,44,63,68,64,55,63,54,63,Siikajärvi,0.04570184983677911,31,049643
49,643,Siikajärvi,2015,921.0,814.0,43.0,64.0,64,63,61,33,43,50,68,46,66,66,65,57,66,45,59,Siikajärvi,0.04668838219326819,33,049643
49,643,Siikajärvi,2016,879.0,780.0,38.0,61.0,64,63,61,33,43,50,68,46,66,66,65,57,66,45,59,Siikajärvi,0.04323094425483504,33,049643
49,643,Siikajärvi,2017,874.0,770.0,46.0,58.0,64,63,61,33,43,50,68,46,66,66,65,57,66,45,59,Siikajärvi,0.05263157894736842,33,049643
49,643,Siikajärvi,2018,848.0,743.0,44.0,61.0,84,73,67,33,51,55,78,55,70,73,68,59,67,50,67,Siikajärvi,0.05188679245283019,33,049643
49,643,Siikajärvi,2019,850.0,751.0,42.0,57.0,84,73,67,33,51,55,78,55,70,73,68,59,67,50,67,Siikajärvi,0.04941176470588235,33,049643
49,643,Siikajärvi,2020,867.0,743.0,60.0,64.0,84,73,67,33,51,55,78,55,70,73,68,59,67,50,67,Siikajärvi,0.06920415224913495,33,049643
49,644,Nuuksionpää,2013,133.0,111.0,4.0,18.0,68,65,66,43,57,52,74,57,66,70,67,59,68,56,59,Nuuksionpää,0.03007518796992481,43,049644
49,644,Nuuksionpää,2014,130.0,106.0,6.0,18.0,68,65,66,43,57,52,74,57,66,70,67,59,68,56,59,Nuuksionpää,0.046153846153846156,43,049644
49,644,Nuuksionpää,2015,131.0,106.0,8.0,17.0,76,72,70,44,58,59,79,57,74,77,74,66,74,47,67,Nuuksionpää,0.061068702290076333,44,049644
49,644,Nuuksionpää,2016,134.0,109.0,8.0,17.0,76,72,70,44,58,59,79,57,74,77,74,66,74,47,67,Nuuksionpää,0.05970149253731343,44,049644
49,644,Nuuksionpää,2017,131.0,103.0,8.0,20.0,76,72,70,44,58,59,79,57,74,77,74,66,74,47,67,Nuuksionpää,0.061068702290076333,44,049644
49,644,Nuuksionpää,2018,129.0,101.0,8.0,20.0,88,69,64,43,54,54,74,52,66,69,64,55,63,53,64,Nuuksionpää,0.06201550387596899,43,049644
49,644,Nuuksionpää,2019,115.0,88.0,8.0,19.0,88,69,64,43,54,54,74,52,66,69,64,55,63,53,64,Nuuksionpää,0.06956521739130435,43,049644
49,644,Nuuksionpää,2020,116.0,89.0,9.0,18.0,88,69,64,43,54,54,74,52,66,69,64,55,63,53,64,Nuuksionpää,0.07758620689655173,43,049644
49,711,Röylä,2013,358.0,283.0,19.0,56.0,53,71,61,37,37,50,66,54,63,66,63,54,61,43,60,Röylä,0.05307262569832402,37,049711
49,711,Röylä,2014,365.0,287.0,20.0,58.0,53,71,61,37,37,50,66,54,63,66,63,54,61,43,60,Röylä,0.0547945205479452,37,049711
49,711,Röylä,2015,370.0,291.0,24.0,55.0,61,74,66,38,44,53,68,53,61,63,60,53,59,43,57,Röylä,0.06486486486486487,38,049711
49,711,Röylä,2016,388.0,311.0,24.0,53.0,61,74,66,38,44,53,68,53,61,63,60,53,59,43,57,Röylä,0.061855670103092786,38,049711
49,711,Röylä,2017,388.0,311.0,25.0,52.0,61,74,66,38,44,53,68,53,61,63,60,53,59,43,57,Röylä,0.06443298969072164,38,049711
49,711,Röylä,2018,401.0,320.0,28.0,53.0,71,69,64,38,43,54,78,59,72,73,71,61,69,49,71,Röylä,0.06982543640897755,38,049711
49,711,Röylä,2019,410.0,326.0,28.0,56.0,71,69,64,38,43,54,78,59,72,73,71,61,69,49,71,Röylä,0.06829268292682927,38,049711
49,711,Röylä,2020,404.0,321.0,30.0,53.0,71,69,64,38,43,54,78,59,72,73,71,61,69,49,71,Röylä,0.07425742574257425,38,049711
49,712,Puotinen,2013,339.0,250.0,13.0,76.0,55,65,62,31,36,52,66,46,61,67,62,53,62,45,61,Puotinen,0.038348082595870206,31,049712
49,712,Puotinen,2014,338.0,248.0,16.0,74.0,55,65,62,31,36,52,66,46,61,67,62,53,62,45,61,Puotinen,0.047337278106508875,31,049712
49,712,Puotinen,2015,342.0,244.0,26.0,72.0,63,69,62,30,41,51,70,46,63,65,62,55,61,45,59,Puotinen,0.07602339181286549,30,049712
49,712,Puotinen,2016,332.0,242.0,23.0,67.0,63,69,62,30,41,51,70,46,63,65,62,55,61,45,59,Puotinen,0.06927710843373494,30,049712
49,712,Puotinen,2017,315.0,223.0,25.0,67.0,63,69,62,30,41,51,70,46,63,65,62,55,61,45,59,Puotinen,0.07936507936507936,30,049712
49,712,Puotinen,2018,309.0,218.0,30.0,61.0,65,68,60,30,39,51,77,48,71,73,66,58,66,50,63,Puotinen,0.0970873786407767,30,049712
49,712,Puotinen,2019,304.0,216.0,31.0,57.0,65,68,60,30,39,51,77,48,71,73,66,58,66,50,63,Puotinen,0.10197368421052631,30,049712
49,712,Puotinen,2020,319.0,232.0,34.0,53.0,65,68,60,30,39,51,77,48,71,73,66,58,66,50,63,Puotinen,0.10658307210031348,30,049712
49,713,Vanhakartano,2013,1462.0,1259.0,88.0,115.0,51,61,56,27,28,41,58,42,53,55,52,44,52,42,55,Vanhakartano,0.060191518467852256,27,049713
49,713,Vanhakartano,2014,1442.0,1235.0,91.0,116.0,51,61,56,27,28,41,58,42,53,55,52,44,52,42,55,Vanhakartano,0.06310679611650485,27,049713
49,713,Vanhakartano,2015,1443.0,1247.0,89.0,107.0,55,62,53,27,35,42,63,42,60,62,59,51,59,45,53,Vanhakartano,0.061677061677061676,27,049713
49,713,Vanhakartano,2016,1406.0,1203.0,106.0,97.0,55,62,53,27,35,42,63,42,60,62,59,51,59,45,53,Vanhakartano,0.07539118065433854,27,049713
49,713,Vanhakartano,2017,1408.0,1200.0,111.0,97.0,55,62,53,27,35,42,63,42,60,62,59,51,59,45,53,Vanhakartano,0.07883522727272728,27,049713
49,713,Vanhakartano,2018,1421.0,1202.0,125.0,94.0,51,55,56,28,32,46,71,45,64,66,63,51,60,48,60,Vanhakartano,0.08796622097114708,28,049713
49,713,Vanhakartano,2019,1406.0,1172.0,145.0,89.0,51,55,56,28,32,46,71,45,64,66,63,51,60,48,60,Vanhakartano,0.10312944523470839,28,049713
49,713,Vanhakartano,2020,1394.0,1158.0,147.0,89.0,51,55,56,28,32,46,71,45,64,66,63,51,60,48,60,Vanhakartano,0.1054519368723099,28,049713
49,714,Perusmäki,2013,1502.0,1378.0,48.0,76.0,54,65,57,32,31,45,59,48,54,59,56,47,56,47,59,Perusmäki,0.03195739014647137,31,049714
49,714,Perusmäki,2014,1551.0,1420.0,54.0,77.0,54,65,57,32,31,45,59,48,54,59,56,47,56,47,59,Perusmäki,0.03481624758220503,31,049714
49,714,Perusmäki,2015,1611.0,1462.0,60.0,89.0,57,66,56,32,45,51,71,48,64,66,63,54,63,48,61,Perusmäki,0.037243947858473,32,049714
49,714,Perusmäki,2016,1693.0,1530.0,70.0,93.0,57,66,56,32,45,51,71,48,64,66,63,54,63,48,61,Perusmäki,0.04134672179562906,32,049714
49,714,Perusmäki,2017,1805.0,1618.0,88.0,99.0,57,66,56,32,45,51,71,48,64,66,63,54,63,48,61,Perusmäki,0.04875346260387812,32,049714
49,714,Perusmäki,2018,2055.0,1846.0,111.0,98.0,55,60,60,33,43,54,77,51,70,68,68,57,66,53,66,Perusmäki,0.05401459854014599,33,049714
49,714,Perusmäki,2019,2244.0,1999.0,146.0,99.0,55,60,60,33,43,54,77,51,70,68,68,57,66,53,66,Perusmäki,0.06506238859180036,33,049714
49,714,Perusmäki,2020,2329.0,2072.0,148.0,109.0,55,60,60,33,43,54,77,51,70,68,68,57,66,53,66,Perusmäki,0.0635465865178188,33,049714
49,715,Niipperi,2013,3504.0,3115.0,255.0,134.0,48,55,51,35,26,39,53,50,48,54,51,42,50,49,54,Niipperi,0.07277397260273973,26,049715
49,715,Niipperi,2014,3452.0,3071.0,248.0,133.0,48,55,51,35,26,39,53,50,48,54,51,42,50,49,54,Niipperi,0.07184241019698726,26,049715
49,715,Niipperi,2015,3453.0,3060.0,261.0,132.0,51,59,49,34,38,45,65,50,58,60,57,48,56,53,58,Niipperi,0.07558644656820157,34,049715
49,715,Niipperi,2016,3443.0,3038.0,272.0,133.0,51,59,49,34,38,45,65,50,58,60,57,48,56,53,58,Niipperi,0.07900087133313971,34,049715
49,715,Niipperi,2017,3368.0,2945.0,298.0,125.0,51,59,49,34,38,45,65,50,58,60,57,48,56,53,58,Niipperi,0.08847980997624703,34,049715
49,715,Niipperi,2018,3364.0,2917.0,312.0,135.0,46,53,54,35,41,50,68,53,63,62,63,51,59,53,61,Niipperi,0.09274673008323424,35,049715
49,715,Niipperi,2019,3241.0,2802.0,318.0,121.0,46,53,54,35,41,50,68,53,63,62,63,51,59,53,61,Niipperi,0.09811786485652577,35,049715
49,715,Niipperi,2020,3268.0,2802.0,337.0,129.0,46,53,54,35,41,50,68,53,63,62,63,51,59,53,61,Niipperi,0.10312117503059975,35,049715
49,721,Kalajärvi,2013,2631.0,2373.0,175.0,83.0,53,61,50,38,26,39,55,53,52,58,54,43,51,57,53,Kalajärvi,0.06651463321930824,26,049721
49,721,Kalajärvi,2014,2611.0,2351.0,185.0,75.0,53,61,50,38,26,39,55,53,52,58,54,43,51,57,53,Kalajärvi,0.07085407889697434,26,049721
49,721,Kalajärvi,2015,2572.0,2306.0,193.0,73.0,58,56,53,41,30,42,59,55,55,57,54,45,53,62,57,Kalajärvi,0.0750388802488336,30,049721
49,721,Kalajärvi,2016,2552.0,2267.0,205.0,80.0,58,56,53,41,30,42,59,55,55,57,54,45,53,62,57,Kalajärvi,0.08032915360501568,30,049721
49,721,Kalajärvi,2017,2716.0,2400.0,238.0,78.0,58,56,53,41,30,42,59,55,55,57,54,45,53,62,57,Kalajärvi,0.08762886597938144,30,049721
49,721,Kalajärvi,2018,2736.0,2383.0,278.0,75.0,57,58,53,37,27,41,62,53,56,57,55,44,53,61,52,Kalajärvi,0.10160818713450293,27,049721
49,721,Kalajärvi,2019,2718.0,2339.0,300.0,79.0,57,58,53,37,27,41,62,53,56,57,55,44,53,61,52,Kalajärvi,0.11037527593818984,27,049721
49,721,Kalajärvi,2020,2675.0,2291.0,307.0,77.0,57,58,53,37,27,41,62,53,56,57,55,44,53,61,52,Kalajärvi,0.11476635514018692,27,049721
49,722,Luukki,2013,111.0,89.0,1.0,21.0,57,64,53,44,29,43,59,57,56,62,57,47,55,61,57,Luukki,0.009009009009009009,29,049722
49,722,Luukki,2014,112.0,91.0,3.0,18.0,57,64,53,44,29,43,59,57,56,62,57,47,55,61,57,Luukki,0.026785714285714284,29,049722
49,722,Luukki,2015,114.0,90.0,4.0,20.0,63,61,59,45,32,48,62,61,58,60,57,48,56,65,60,Luukki,0.03508771929824561,32,049722
49,722,Luukki,2016,111.0,89.0,3.0,19.0,63,61,59,45,32,48,62,61,58,60,57,48,56,65,60,Luukki,0.02702702702702703,32,049722
49,722,Luukki,2017,112.0,94.0,2.0,16.0,63,61,59,45,32,48,62,61,58,60,57,48,56,65,60,Luukki,0.017857142857142856,32,049722
49,722,Luukki,2018,113.0,92.0,5.0,16.0,67,62,57,43,30,45,66,57,60,61,59,48,57,64,56,Luukki,0.04424778761061947,30,049722
49,722,Luukki,2019,107.0,86.0,5.0,16.0,67,62,57,43,30,45,66,57,60,61,59,48,57,64,56,Luukki,0.04672897196261682,30,049722
49,722,Luukki,2020,101.0,80.0,5.0,16.0,67,62,57,43,30,45,66,57,60,61,59,48,57,64,56,Luukki,0.04950495049504951,30,049722
49,723,Lahnus,2013,940.0,851.0,31.0,58.0,50,64,53,44,29,43,59,57,56,62,57,47,55,63,57,Lahnus,0.03297872340425532,29,049723
49,723,Lahnus,2014,974.0,876.0,38.0,60.0,50,64,53,44,29,43,59,57,56,62,57,47,55,63,57,Lahnus,0.039014373716632446,29,049723
49,723,Lahnus,2015,995.0,899.0,38.0,58.0,58,61,59,45,32,48,62,61,58,60,57,48,56,65,60,Lahnus,0.03819095477386935,32,049723
49,723,Lahnus,2016,995.0,895.0,38.0,62.0,58,61,59,45,32,48,62,61,58,60,57,48,56,65,60,Lahnus,0.03819095477386935,32,049723
49,723,Lahnus,2017,990.0,886.0,39.0,65.0,58,61,59,45,32,48,62,61,58,60,57,48,56,65,60,Lahnus,0.03939393939393939,32,049723
49,723,Lahnus,2018,974.0,871.0,43.0,60.0,57,62,57,43,30,45,66,57,60,61,59,48,57,64,56,Lahnus,0.044147843942505136,30,049723
49,723,Lahnus,2019,995.0,891.0,48.0,56.0,57,62,57,43,30,45,66,57,60,61,59,48,57,64,56,Lahnus,0.04824120603015075,30,049723
49,723,Lahnus,2020,991.0,889.0,52.0,50.0,57,62,57,43,30,45,66,57,60,61,59,48,57,64,56,Lahnus,0.05247225025227043,30,049723
49,724,Lakisto,2013,264.0,196.0,62.0,6.0,61,69,58,47,34,47,63,62,61,67,62,51,60,78,62,Lakisto,0.23484848484848486,34,049724
49,724,Lakisto,2014,255.0,187.0,62.0,6.0,61,69,58,47,34,47,63,62,61,67,62,51,60,78,62,Lakisto,0.24313725490196078,34,049724
49,724,Lakisto,2015,235.0,179.0,50.0,6.0,71,70,61,50,37,53,67,64,63,65,62,52,61,74,65,Lakisto,0.2127659574468085,37,049724
49,724,Lakisto,2016,214.0,156.0,52.0,6.0,71,70,61,50,37,53,67,64,63,65,62,52,61,74,65,Lakisto,0.24299065420560748,37,049724
49,724,Lakisto,2017,185.0,138.0,41.0,6.0,71,70,61,50,37,53,67,64,63,65,62,52,61,74,65,Lakisto,0.22162162162162163,37,049724
49,724,Lakisto,2018,172.0,132.0,35.0,5.0,69,67,61,46,36,49,71,62,65,66,64,53,62,78,60,Lakisto,0.20348837209302326,36,049724
49,724,Lakisto,2019,160.0,122.0,32.0,6.0,69,67,61,46,36,49,71,62,65,66,64,53,62,78,60,Lakisto,0.2,36,049724
49,724,Lakisto,2020,160.0,118.0,38.0,4.0,69,67,61,46,36,49,71,62,65,66,64,53,62,78,60,Lakisto,0.2375,36,049724
91,111,Siltasaari,2013,2378.0,2103.0,170.0,105.0,31,26,26,24,25,18,13,26,7,9,0,7,15,31,11,Siltasaari,0.07148864592094197,0,091111
91,111,Siltasaari,2014,2431.0,2147.0,184.0,100.0,31,26,26,24,25,18,13,26,7,9,0,7,15,31,11,Siltasaari,0.07568901686548746,0,091111
91,111,Siltasaari,2015,2458.0,2155.0,195.0,108.0,42,29,21,24,25,14,13,28,7,9,0,8,15,34,12,Siltasaari,0.07933279088689991,0,091111
91,111,Siltasaari,2016,2471.0,2159.0,205.0,107.0,42,29,21,24,25,14,13,28,7,9,0,8,15,34,12,Siltasaari,0.0829623634156212,0,091111
91,111,Siltasaari,2017,2563.0,2234.0,215.0,114.0,42,29,21,24,25,14,13,28,7,9,0,8,15,34,12,Siltasaari,0.08388607101053452,0,091111
91,111,Siltasaari,2018,2546.0,2202.0,221.0,123.0,29,24,20,24,25,14,12,23,6,8,0,8,16,28,10,Siltasaari,0.08680282796543598,0,091111
91,111,Siltasaari,2019,2533.0,2185.0,227.0,121.0,29,24,20,24,25,14,12,23,6,8,0,8,16,28,10,Siltasaari,0.08961705487564153,0,091111
91,111,Siltasaari,2020,2399.0,2061.0,233.0,105.0,29,24,20,24,25,14,12,23,6,8,0,8,16,28,10,Siltasaari,0.09712380158399334,0,091111
91,112,Linjat,2013,9702.0,8543.0,740.0,419.0,30,29,26,25,26,13,12,27,7,10,5,8,15,33,12,Linjat,0.07627293341579056,5,091112
91,112,Linjat,2014,9760.0,8530.0,768.0,462.0,30,29,26,25,26,13,12,27,7,10,5,8,15,33,12,Linjat,0.07868852459016394,5,091112
91,112,Linjat,2015,9914.0,8630.0,811.0,473.0,41,29,25,26,27,13,15,28,8,10,5,9,15,35,13,Linjat,0.08180351018761348,5,091112
91,112,Linjat,2016,9885.0,8561.0,878.0,446.0,41,29,25,26,27,13,15,28,8,10,5,9,15,35,13,Linjat,0.08882144663631765,5,091112
91,112,Linjat,2017,9884.0,8542.0,876.0,466.0,41,29,25,26,27,13,15,28,8,10,5,9,15,35,13,Linjat,0.0886280857952246,5,091112
91,112,Linjat,2018,9677.0,8316.0,881.0,480.0,29,28,27,26,27,14,14,24,7,9,5,9,16,29,11,Linjat,0.09104061175984293,5,091112
91,112,Linjat,2019,9695.0,8308.0,910.0,477.0,29,28,27,26,27,14,14,24,7,9,5,9,16,29,11,Linjat,0.09386281588447654,5,091112
91,112,Linjat,2020,9562.0,8201.0,916.0,445.0,29,28,27,26,27,14,14,24,7,9,5,9,16,29,11,Linjat,0.09579585860698599,5,091112
91,113,Torkkelinmäki,2013,7111.0,6303.0,571.0,237.0,29,29,25,25,27,12,10,27,0,6,7,8,16,32,12,Torkkelinmäki,0.08029812965827592,0,091113
91,113,Torkkelinmäki,2014,7172.0,6297.0,607.0,268.0,29,29,25,25,27,12,10,27,0,6,7,8,16,32,12,Torkkelinmäki,0.08463469046291132,0,091113
91,113,Torkkelinmäki,2015,7062.0,6137.0,642.0,283.0,39,29,25,27,26,13,10,28,0,6,6,8,16,34,12,Torkkelinmäki,0.09090909090909091,0,091113
91,113,Torkkelinmäki,2016,6984.0,6035.0,675.0,274.0,39,29,25,27,26,13,10,28,0,6,6,8,16,34,12,Torkkelinmäki,0.09664948453608248,0,091113
91,113,Torkkelinmäki,2017,7117.0,6120.0,722.0,275.0,39,29,25,27,26,13,10,28,0,6,6,8,16,34,12,Torkkelinmäki,0.10144723900519882,0,091113
91,113,Torkkelinmäki,2018,7122.0,6130.0,726.0,266.0,27,28,27,30,30,14,9,24,0,5,6,9,17,29,11,Torkkelinmäki,0.10193765796124685,0,091113
91,113,Torkkelinmäki,2019,7105.0,6084.0,748.0,273.0,27,28,27,30,30,14,9,24,0,5,6,9,17,29,11,Torkkelinmäki,0.10527797325826882,0,091113
91,113,Torkkelinmäki,2020,6804.0,5804.0,698.0,302.0,27,28,27,30,30,14,9,24,0,5,6,9,17,29,11,Torkkelinmäki,0.10258671369782481,0,091113
91,161,Vanha Ruskeasuo,2013,2803.0,2332.0,209.0,262.0,33,23,21,19,14,7,21,22,16,25,21,16,21,42,25,Vanha Ruskeasuo,0.07456296824830538,7,091161
91,161,Vanha Ruskeasuo,2014,2911.0,2400.0,242.0,269.0,33,23,21,19,14,7,21,22,16,25,21,16,21,42,25,Vanha Ruskeasuo,0.0831329440054964,7,091161
91,161,Vanha Ruskeasuo,2015,3000.0,2452.0,255.0,293.0,33,26,23,19,15,9,23,23,18,24,23,16,21,41,25,Vanha Ruskeasuo,0.085,9,091161
91,161,Vanha Ruskeasuo,2016,2967.0,2406.0,270.0,291.0,33,26,23,19,15,9,23,23,18,24,23,16,21,41,25,Vanha Ruskeasuo,0.0910010111223458,9,091161
91,161,Vanha Ruskeasuo,2017,2963.0,2410.0,269.0,284.0,33,26,23,19,15,9,23,23,18,24,23,16,21,41,25,Vanha Ruskeasuo,0.09078636517043537,9,091161
91,161,Vanha Ruskeasuo,2018,2990.0,2449.0,255.0,286.0,32,21,21,20,15,8,23,28,17,25,21,17,23,42,24,Vanha Ruskeasuo,0.08528428093645485,8,091161
91,161,Vanha Ruskeasuo,2019,2992.0,2438.0,259.0,295.0,32,21,21,20,15,8,23,28,17,25,21,17,23,42,24,Vanha Ruskeasuo,0.08656417112299465,8,091161
91,161,Vanha Ruskeasuo,2020,2908.0,2394.0,246.0,268.0,32,21,21,20,15,8,23,28,17,25,21,17,23,42,24,Vanha Ruskeasuo,0.08459422283356259,8,091161
91,211,Hermanninmäki,2013,5617.0,4992.0,439.0,186.0,27,32,19,29,29,11,11,30,5,4,9,11,18,34,14,Hermanninmäki,0.07815559907423891,4,091211
91,211,Hermanninmäki,2014,5858.0,5195.0,480.0,183.0,27,32,19,29,29,11,11,30,5,4,9,11,18,34,14,Hermanninmäki,0.08193922840559918,4,091211
91,211,Hermanninmäki,2015,6019.0,5303.0,517.0,199.0,38,30,20,27,26,12,12,31,5,5,9,11,18,37,14,Hermanninmäki,0.08589466688818741,5,091211
91,211,Hermanninmäki,2016,6112.0,5395.0,531.0,186.0,38,30,20,27,26,12,12,31,5,5,9,11,18,37,14,Hermanninmäki,0.0868782722513089,5,091211
91,211,Hermanninmäki,2017,6073.0,5354.0,543.0,176.0,38,30,20,27,26,12,12,31,5,5,9,11,18,37,14,Hermanninmäki,0.08941215214885559,5,091211
91,211,Hermanninmäki,2018,6036.0,5297.0,559.0,180.0,26,31,22,28,29,13,12,26,5,5,9,12,19,32,14,Hermanninmäki,0.09261100066269053,5,091211
91,211,Hermanninmäki,2019,6019.0,5247.0,586.0,186.0,26,31,22,28,29,13,12,26,5,5,9,12,19,32,14,Hermanninmäki,0.09735836517693969,5,091211
91,211,Hermanninmäki,2020,5972.0,5197.0,583.0,192.0,26,31,22,28,29,13,12,26,5,5,9,12,19,32,14,Hermanninmäki,0.09762223710649699,5,091211
91,213,Kyläsaari,2013,213.0,31.0,7.0,175.0,32,34,19,34,33,20,16,34,11,5,11,14,21,34,21,Kyläsaari,0.03286384976525822,5,091213
91,213,Kyläsaari,2014,306.0,45.0,8.0,253.0,32,34,19,34,33,20,16,34,11,5,11,14,21,34,21,Kyläsaari,0.026143790849673203,5,091213
91,213,Kyläsaari,2015,306.0,46.0,10.0,250.0,39,31,20,33,36,21,18,41,11,8,15,20,25,44,23,Kyläsaari,0.032679738562091505,8,091213
91,213,Kyläsaari,2016,306.0,44.0,7.0,255.0,39,31,20,33,36,21,18,41,11,8,15,20,25,44,23,Kyläsaari,0.02287581699346405,8,091213
