municipal,district,name_population,Year,all,finnish_sami,other,swedish,5874358,5878088,5911249,5934892,5934906,5952975,5958354,5961860,5961890,5961894,5968821,5975374,5978639,5980222,5980260,name_district
91,232,Arabianranta,2013,6340.0,5447.0,359.0,534.0,32,33,18,34,33,20,19,34,11,9,13,14,21,34,23,Arabianranta
91,232,Arabianranta,2014,6648.0,5727.0,394.0,527.0,,,,,,,,,,,,,,,,
91,232,Arabianranta,2015,7271.0,6246.0,467.0,558.0,38,31,19,33,37,20,20,39,11,9,15,21,25,47,24,Arabianranta
91,232,Arabianranta,2016,7501.0,6400.0,534.0,567.0,,,,,,,,,,,,,,,,
91,232,Arabianranta,2017,7494.0,6367.0,580.0,547.0,,,,,,,,,,,,,,,,
91,232,Arabianranta,2018,7452.0,6303.0,595.0,554.0,32,30,21,33,35,21,20,36,12,10,13,21,29,41,23,Arabianranta
91,232,Arabianranta,2019,7371.0,6229.0,590.0,552.0,,,,,,,,,,,,,,,,
91,232,Arabianranta,2020,7298.0,6107.0,600.0,591.0,,,,,,,,,,,,,,,,
91,311,Kotkavuori,2013,7854.0,6189.0,582.0,1083.0,52,39,35,34,36,28,27,17,20,22,21,13,19,23,10,Kotkavuori
91,311,Kotkavuori,2014,7946.0,6253.0,615.0,1078.0,,,,,,,,,,,,,,,,
91,311,Kotkavuori,2015,7960.0,6253.0,601.0,1106.0,55,37,38,31,40,29,28,16,21,23,20,15,18,25,10,Kotkavuori
91,311,Kotkavuori,2016,8117.0,6423.0,625.0,1069.0,,,,,,,,,,,,,,,,
91,311,Kotkavuori,2017,8506.0,6798.0,601.0,1107.0,,,,,,,,,,,,,,,,
91,311,Kotkavuori,2018,8550.0,6801.0,617.0,1132.0,42,28,31,26,31,22,21,14,14,16,14,11,17,20,7,Kotkavuori
91,311,Kotkavuori,2019,8528.0,6797.0,610.0,1121.0,,,,,,,,,,,,,,,,
91,311,Kotkavuori,2020,8454.0,6735.0,595.0,1124.0,,,,,,,,,,,,,,,,
91,312,Vattuniemi,2013,7118.0,5900.0,416.0,802.0,52,39,35,35,36,28,28,18,21,23,21,13,19,24,10,Vattuniemi
91,312,Vattuniemi,2014,7398.0,6076.0,438.0,884.0,,,,,,,,,,,,,,,,
91,312,Vattuniemi,2015,7696.0,6261.0,503.0,932.0,55,37,38,32,37,29,28,17,21,23,20,15,18,26,10,Vattuniemi
91,312,Vattuniemi,2016,8043.0,6498.0,535.0,1010.0,,,,,,,,,,,,,,,,
91,312,Vattuniemi,2017,8411.0,6793.0,577.0,1041.0,,,,,,,,,,,,,,,,
91,312,Vattuniemi,2018,8509.0,6830.0,623.0,1056.0,48,36,34,30,36,28,25,18,18,20,18,14,17,23,10,Vattuniemi
91,312,Vattuniemi,2019,8563.0,6834.0,664.0,1065.0,,,,,,,,,,,,,,,,
91,312,Vattuniemi,2020,8817.0,7012.0,707.0,1098.0,,,,,,,,,,,,,,,,
91,313,Myllykallio,2013,6960.0,5299.0,493.0,1168.0,54,40,37,32,38,30,29,15,22,24,22,15,21,22,11,Myllykallio
91,313,Myllykallio,2014,6962.0,5298.0,501.0,1163.0,,,,,,,,,,,,,,,,
91,313,Myllykallio,2015,6961.0,5307.0,504.0,1150.0,54,40,41,30,41,32,30,15,24,26,23,18,21,23,13,Myllykallio
91,313,Myllykallio,2016,7066.0,5410.0,526.0,1130.0,,,,,,,,,,,,,,,,
91,313,Myllykallio,2017,7280.0,5585.0,571.0,1124.0,,,,,,,,,,,,,,,,
91,313,Myllykallio,2018,7267.0,5587.0,556.0,1124.0,42,28,31,25,31,22,21,14,14,16,14,11,18,20,7,Myllykallio
91,313,Myllykallio,2019,7376.0,5699.0,536.0,1141.0,,,,,,,,,,,,,,,,
91,313,Myllykallio,2020,7551.0,5863.0,554.0,1134.0,,,,,,,,,,,,,,,,
91,331,Kannelmäki,2013,13031.0,10146.0,2400.0,485.0,18,28,21,11,15,15,36,31,29,31,31,23,31,41,34,Kannelmäki
91,331,Kannelmäki,2014,13157.0,10132.0,2546.0,479.0,,,,,,,,,,,,,,,,
91,331,Kannelmäki,2015,13141.0,9961.0,2711.0,469.0,18,33,24,11,16,15,35,26,29,33,31,22,28,35,32,Kannelmäki
91,331,Kannelmäki,2016,13296.0,9808.0,3036.0,452.0,,,,,,,,,,,,,,,,
91,331,Kannelmäki,2017,13272.0,9510.0,3324.0,438.0,,,,,,,,,,,,,,,,
91,331,Kannelmäki,2018,12979.0,9141.0,3398.0,440.0,26,29,22,12,16,16,37,32,31,33,32,22,28,46,28,Kannelmäki
91,331,Kannelmäki,2019,12899.0,9027.0,3440.0,432.0,,,,,,,,,,,,,,,,
91,331,Kannelmäki,2020,12774.0,8692.0,3649.0,433.0,,,,,,,,,,,,,,,,
91,332,Maununneva,2013,2567.0,2309.0,145.0,113.0,23,32,19,14,18,24,36,33,27,33,30,24,33,46,35,Maununneva
91,332,Maununneva,2014,2655.0,2375.0,164.0,116.0,,,,,,,,,,,,,,,,
91,332,Maununneva,2015,2702.0,2411.0,172.0,119.0,23,30,22,15,19,24,36,27,28,34,32,22,28,40,32,Maununneva
91,332,Maununneva,2016,2667.0,2364.0,179.0,124.0,,,,,,,,,,,,,,,,
91,332,Maununneva,2017,2701.0,2389.0,179.0,133.0,,,,,,,,,,,,,,,,
91,332,Maununneva,2018,2655.0,2349.0,183.0,123.0,26,29,20,14,19,25,36,33,31,34,32,22,28,46,28,Maununneva
91,332,Maununneva,2019,2647.0,2323.0,201.0,123.0,,,,,,,,,,,,,,,,
91,332,Maununneva,2020,2666.0,2346.0,203.0,117.0,,,,,,,,,,,,,,,,
91,411,Puistola,2013,6647.0,6201.0,338.0,108.0,11,7,6,29,29,16,35,44,29,31,30,23,29,54,33,Puistola
91,411,Puistola,2014,6741.0,6297.0,326.0,118.0,,,,,,,,,,,,,,,,
91,411,Puistola,2015,6583.0,6144.0,321.0,118.0,13,7,6,25,27,15,36,45,31,34,31,24,32,56,34,Puistola
91,411,Puistola,2016,6718.0,6226.0,374.0,118.0,,,,,,,,,,,,,,,,
91,411,Puistola,2017,6668.0,6162.0,389.0,117.0,,,,,,,,,,,,,,,,
91,411,Puistola,2018,6633.0,6070.0,443.0,120.0,12,3,6,29,30,16,40,45,30,35,33,25,33,52,34,Puistola
91,411,Puistola,2019,6597.0,5981.0,494.0,122.0,,,,,,,,,,,,,,,,
91,411,Puistola,2020,6612.0,5954.0,524.0,134.0,,,,,,,,,,,,,,,,
91,412,Heikinlaakso,2013,3023.0,2711.0,248.0,64.0,23,20,16,42,44,30,38,56,27,29,30,36,42,57,40,Heikinlaakso
91,412,Heikinlaakso,2014,3019.0,2674.0,286.0,59.0,,,,,,,,,,,,,,,,
91,412,Heikinlaakso,2015,3000.0,2621.0,327.0,52.0,23,17,16,45,44,30,37,57,26,32,30,36,42,62,40,Heikinlaakso
91,412,Heikinlaakso,2016,2968.0,2587.0,324.0,57.0,,,,,,,,,,,,,,,,
91,412,Heikinlaakso,2017,2992.0,2558.0,367.0,67.0,,,,,,,,,,,,,,,,
91,412,Heikinlaakso,2018,2993.0,2513.0,412.0,68.0,24,17,14,42,43,29,39,53,27,32,31,37,43,59,41,Heikinlaakso
91,412,Heikinlaakso,2019,2990.0,2494.0,422.0,74.0,,,,,,,,,,,,,,,,
91,412,Heikinlaakso,2020,2986.0,2468.0,452.0,66.0,,,,,,,,,,,,,,,,
91,414,Jakomäki,2013,5654.0,4103.0,1457.0,94.0,21,27,15,43,43,30,28,50,21,24,25,31,37,55,35,Jakomäki
91,414,Jakomäki,2014,5283.0,3722.0,1480.0,81.0,,,,,,,,,,,,,,,,
91,414,Jakomäki,2015,5307.0,3657.0,1566.0,84.0,21,24,16,42,43,26,31,54,22,27,26,32,38,58,36,Jakomäki
91,414,Jakomäki,2016,5288.0,3615.0,1598.0,75.0,,,,,,,,,,,,,,,,
91,414,Jakomäki,2017,5647.0,3708.0,1862.0,77.0,,,,,,,,,,,,,,,,
91,414,Jakomäki,2018,5737.0,3707.0,1953.0,77.0,27,21,12,40,41,28,28,49,24,29,28,34,40,56,38,Jakomäki
91,414,Jakomäki,2019,5625.0,3589.0,1961.0,75.0,,,,,,,,,,,,,,,,
91,414,Jakomäki,2020,5617.0,3462.0,2083.0,72.0,,,,,,,,,,,,,,,,
91,415,Alppikylä,2013,762.0,670.0,72.0,20.0,30,26,15,42,43,30,36,54,24,25,28,33,40,55,38,Alppikylä
91,415,Alppikylä,2014,1048.0,921.0,108.0,19.0,,,,,,,,,,,,,,,,
91,415,Alppikylä,2015,1319.0,1141.0,155.0,23.0,31,25,16,43,43,28,39,55,27,29,31,35,42,60,39,Alppikylä
91,415,Alppikylä,2016,1478.0,1260.0,193.0,25.0,,,,,,,,,,,,,,,,
91,415,Alppikylä,2017,1629.0,1396.0,201.0,32.0,,,,,,,,,,,,,,,,
91,415,Alppikylä,2018,1758.0,1469.0,253.0,36.0,32,17,12,40,41,28,37,50,26,31,30,36,42,57,39,Alppikylä
91,415,Alppikylä,2019,1856.0,1529.0,279.0,48.0,,,,,,,,,,,,,,,,
91,415,Alppikylä,2020,1870.0,1531.0,292.0,47.0,,,,,,,,,,,,,,,,
91,431,Länsi-Herttoniemi,2013,8532.0,7204.0,989.0,339.0,40,35,25,33,33,15,0,33,10,8,13,15,22,40,18,Länsi-Herttoniemi
91,431,Länsi-Herttoniemi,2014,8626.0,7216.0,1064.0,346.0,,,,,,,,,,,,,,,,
91,431,Länsi-Herttoniemi,2015,8728.0,7266.0,1125.0,337.0,48,33,24,34,30,16,0,34,10,8,12,15,22,40,18,Länsi-Herttoniemi
91,431,Länsi-Herttoniemi,2016,8564.0,7075.0,1163.0,326.0,,,,,,,,,,,,,,,,
91,431,Länsi-Herttoniemi,2017,8729.0,7164.0,1195.0,370.0,,,,,,,,,,,,,,,,
91,431,Länsi-Herttoniemi,2018,8847.0,7269.0,1217.0,361.0,41,27,22,36,34,17,0,30,10,8,13,16,23,36,18,Länsi-Herttoniemi
91,431,Länsi-Herttoniemi,2019,8777.0,7212.0,1228.0,337.0,,,,,,,,,,,,,,,,
91,431,Länsi-Herttoniemi,2020,8806.0,7252.0,1225.0,329.0,,,,,,,,,,,,,,,,
91,432,Roihuvuori,2013,7738.0,6233.0,1255.0,250.0,44,39,29,36,38,23,7,39,15,14,18,20,27,44,23,Roihuvuori
91,432,Roihuvuori,2014,7714.0,6193.0,1258.0,263.0,,,,,,,,,,,,,,,,
91,432,Roihuvuori,2015,7728.0,6154.0,1319.0,255.0,51,37,28,43,40,25,8,40,16,14,18,20,27,46,23,Roihuvuori
91,432,Roihuvuori,2016,7654.0,6019.0,1387.0,248.0,,,,,,,,,,,,,,,,
91,432,Roihuvuori,2017,7745.0,6034.0,1478.0,233.0,,,,,,,,,,,,,,,,
91,432,Roihuvuori,2018,7869.0,6120.0,1511.0,238.0,48,31,26,40,39,23,8,36,16,15,19,22,29,42,24,Roihuvuori
91,432,Roihuvuori,2019,8058.0,6262.0,1581.0,215.0,,,,,,,,,,,,,,,,
91,432,Roihuvuori,2020,8650.0,6788.0,1643.0,219.0,,,,,,,,,,,,,,,,
91,433,Herttoniemen yritysalue,2013,415.0,354.0,53.0,8.0,40,38,29,34,34,16,0,33,10,8,13,15,22,40,18,Herttoniemen yritysalue
91,433,Herttoniemen yritysalue,2014,608.0,519.0,77.0,12.0,,,,,,,,,,,,,,,,
91,433,Herttoniemen yritysalue,2015,709.0,601.0,87.0,21.0,49,37,28,34,31,17,0,34,10,8,12,15,22,40,18,Herttoniemen yritysalue
91,433,Herttoniemen yritysalue,2016,712.0,590.0,87.0,35.0,,,,,,,,,,,,,,,,
91,433,Herttoniemen yritysalue,2017,709.0,583.0,89.0,37.0,,,,,,,,,,,,,,,,
91,433,Herttoniemen yritysalue,2018,727.0,594.0,99.0,34.0,41,31,26,36,36,18,0,30,10,8,13,16,23,36,18,Herttoniemen yritysalue
91,433,Herttoniemen yritysalue,2019,1072.0,849.0,176.0,47.0,,,,,,,,,,,,,,,,
91,433,Herttoniemen yritysalue,2020,1111.0,883.0,177.0,51.0,,,,,,,,,,,,,,,,
91,434,Herttoniemenranta,2013,8841.0,7250.0,1252.0,339.0,41,36,32,33,33,15,0,34,10,9,13,15,22,41,18,Herttoniemenranta
91,434,Herttoniemenranta,2014,8930.0,7228.0,1350.0,352.0,,,,,,,,,,,,,,,,
91,434,Herttoniemenranta,2015,9051.0,7236.0,1447.0,368.0,50,37,29,34,30,16,0,35,10,9,12,15,22,41,18,Herttoniemenranta
91,434,Herttoniemenranta,2016,9117.0,7189.0,1568.0,360.0,,,,,,,,,,,,,,,,
91,434,Herttoniemenranta,2017,9152.0,7187.0,1615.0,350.0,,,,,,,,,,,,,,,,
91,434,Herttoniemenranta,2018,9178.0,7195.0,1620.0,363.0,41,35,31,37,34,17,0,30,10,9,13,16,23,36,18,Herttoniemenranta
91,434,Herttoniemenranta,2019,9634.0,7469.0,1792.0,373.0,,,,,,,,,,,,,,,,
91,434,Herttoniemenranta,2020,9414.0,7242.0,1822.0,350.0,,,,,,,,,,,,,,,,
91,451,Vartioharju,2013,5970.0,5225.0,371.0,374.0,41,34,21,43,45,28,14,43,19,17,22,24,31,48,27,Vartioharju
91,451,Vartioharju,2014,5933.0,5159.0,412.0,362.0,,,,,,,,,,,,,,,,
91,451,Vartioharju,2015,6018.0,5218.0,447.0,353.0,42,35,23,43,41,35,14,44,19,17,21,24,31,49,27,Vartioharju
91,451,Vartioharju,2016,6124.0,5262.0,496.0,366.0,,,,,,,,,,,,,,,,
91,451,Vartioharju,2017,6136.0,5227.0,525.0,384.0,,,,,,,,,,,,,,,,
91,451,Vartioharju,2018,6032.0,5144.0,519.0,369.0,46,31,22,40,41,33,15,40,20,18,23,26,33,46,28,Vartioharju
91,451,Vartioharju,2019,6013.0,5066.0,561.0,386.0,,,,,,,,,,,,,,,,
91,451,Vartioharju,2020,5912.0,4997.0,530.0,385.0,,,,,,,,,,,,,,,,
91,10,Kruununhaka,2013,7202.0,6007.0,434.0,761.0,33,28,27,27,28,19,16,28,9,11,4,9,10,34,13,Kruununhaka
91,10,Kruununhaka,2014,7202.0,6031.0,426.0,745.0,,,,,,,,,,,,,,,,
91,10,Kruununhaka,2015,7376.0,6143.0,474.0,759.0,44,28,24,27,28,18,16,30,9,9,4,9,10,35,14,Kruununhaka
91,10,Kruununhaka,2016,7414.0,6160.0,502.0,752.0,,,,,,,,,,,,,,,,
91,10,Kruununhaka,2017,7447.0,6174.0,528.0,745.0,,,,,,,,,,,,,,,,
91,10,Kruununhaka,2018,7481.0,6150.0,551.0,780.0,33,26,23,27,28,18,15,25,8,10,4,9,10,30,12,Kruununhaka
91,10,Kruununhaka,2019,7473.0,6152.0,556.0,765.0,,,,,,,,,,,,,,,,
91,10,Kruununhaka,2020,7221.0,5914.0,559.0,748.0,,,,,,,,,,,,,,,,
91,20,Kluuvi,2013,562.0,458.0,65.0,39.0,33,19,18,15,16,10,13,19,6,8,4,0,4,22,8,Kluuvi
91,20,Kluuvi,2014,621.0,521.0,62.0,38.0,,,,,,,,,,,,,,,,
91,20,Kluuvi,2015,636.0,542.0,63.0,31.0,43,19,17,15,16,10,13,20,6,8,4,0,4,23,8,Kluuvi
91,20,Kluuvi,2016,642.0,543.0,72.0,27.0,,,,,,,,,,,,,,,,
91,20,Kluuvi,2017,641.0,539.0,78.0,24.0,,,,,,,,,,,,,,,,
91,20,Kluuvi,2018,640.0,547.0,66.0,27.0,32,17,16,15,16,9,13,19,6,8,4,0,4,25,6,Kluuvi
91,20,Kluuvi,2019,652.0,544.0,79.0,29.0,,,,,,,,,,,,,,,,
91,20,Kluuvi,2020,699.0,572.0,91.0,36.0,,,,,,,,,,,,,,,,
91,30,Kaartinkaupunki,2013,988.0,736.0,95.0,157.0,41,24,23,24,24,15,19,28,12,14,9,5,0,32,12,Kaartinkaupunki
91,30,Kaartinkaupunki,2014,985.0,731.0,85.0,169.0,,,,,,,,,,,,,,,,
91,30,Kaartinkaupunki,2015,1050.0,779.0,92.0,179.0,51,24,25,24,24,15,19,29,12,14,11,5,0,35,12,Kaartinkaupunki
91,30,Kaartinkaupunki,2016,1039.0,775.0,89.0,175.0,,,,,,,,,,,,,,,,
91,30,Kaartinkaupunki,2017,1012.0,759.0,85.0,168.0,,,,,,,,,,,,,,,,
91,30,Kaartinkaupunki,2018,1036.0,786.0,92.0,158.0,40,21,24,24,24,15,19,23,12,14,11,5,0,29,12,Kaartinkaupunki
91,30,Kaartinkaupunki,2019,1035.0,764.0,90.0,181.0,,,,,,,,,,,,,,,,
91,30,Kaartinkaupunki,2020,1057.0,790.0,102.0,165.0,,,,,,,,,,,,,,,,
91,40,Kamppi,2013,11395.0,9192.0,1169.0,1034.0,38,21,20,19,19,12,14,18,8,10,7,0,0,19,5,Kamppi
91,40,Kamppi,2014,11545.0,9203.0,1285.0,1057.0,,,,,,,,,,,,,,,,
91,40,Kamppi,2015,11709.0,9281.0,1348.0,1080.0,46,21,20,19,19,12,15,18,8,10,7,0,0,20,7,Kamppi
91,40,Kamppi,2016,12016.0,9533.0,1386.0,1097.0,,,,,,,,,,,,,,,,
91,40,Kamppi,2017,12228.0,9646.0,1460.0,1122.0,,,,,,,,,,,,,,,,
91,40,Kamppi,2018,12287.0,9687.0,1486.0,1114.0,36,18,19,19,19,13,15,19,8,10,8,0,0,24,5,Kamppi
91,40,Kamppi,2019,12258.0,9540.0,1575.0,1143.0,,,,,,,,,,,,,,,,
91,40,Kamppi,2020,12405.0,9630.0,1637.0,1138.0,,,,,,,,,,,,,,,,
91,50,Punavuori,2013,8973.0,7010.0,793.0,1170.0,45,27,26,27,28,19,22,25,16,18,15,5,0,27,9,Punavuori
91,50,Punavuori,2014,9057.0,7062.0,813.0,1182.0,,,,,,,,,,,,,,,,
91,50,Punavuori,2015,9071.0,7096.0,806.0,1169.0,54,27,28,27,27,19,22,25,16,18,15,5,0,28,9,Punavuori
91,50,Punavuori,2016,9226.0,7209.0,831.0,1186.0,,,,,,,,,,,,,,,,
91,50,Punavuori,2017,9221.0,7194.0,861.0,1166.0,,,,,,,,,,,,,,,,
91,50,Punavuori,2018,9124.0,7137.0,829.0,1158.0,44,24,27,27,27,19,22,25,16,18,16,5,0,31,9,Punavuori
91,50,Punavuori,2019,9217.0,7197.0,851.0,1169.0,,,,,,,,,,,,,,,,
91,50,Punavuori,2020,9306.0,7244.0,891.0,1171.0,,,,,,,,,,,,,,,,
91,60,Eira,2013,1098.0,827.0,83.0,188.0,53,37,34,36,36,26,28,30,21,23,20,10,7,32,15,Eira
91,60,Eira,2014,1077.0,793.0,84.0,200.0,,,,,,,,,,,,,,,,
91,60,Eira,2015,1092.0,794.0,70.0,228.0,63,39,38,34,37,30,30,30,23,25,23,10,7,32,15,Eira
91,60,Eira,2016,1094.0,800.0,77.0,217.0,,,,,,,,,,,,,,,,
91,60,Eira,2017,1133.0,832.0,87.0,214.0,,,,,,,,,,,,,,,,
91,60,Eira,2018,1101.0,820.0,80.0,201.0,53,35,35,34,38,29,29,31,23,24,20,11,7,39,15,Eira
91,60,Eira,2019,1081.0,823.0,67.0,191.0,,,,,,,,,,,,,,,,
91,60,Eira,2020,1104.0,836.0,70.0,198.0,,,,,,,,,,,,,,,,
91,70,Ullanlinna,2013,10489.0,7613.0,707.0,2169.0,47,31,30,29,32,23,24,28,17,20,15,6,5,32,16,Ullanlinna
91,70,Ullanlinna,2014,10543.0,7689.0,719.0,2135.0,,,,,,,,,,,,,,,,
91,70,Ullanlinna,2015,10629.0,7837.0,749.0,2043.0,60,31,31,31,32,24,26,33,19,21,18,6,5,33,18,Ullanlinna
91,70,Ullanlinna,2016,10806.0,7922.0,789.0,2095.0,,,,,,,,,,,,,,,,
91,70,Ullanlinna,2017,10706.0,7792.0,816.0,2098.0,,,,,,,,,,,,,,,,
91,70,Ullanlinna,2018,10821.0,7887.0,809.0,2125.0,48,29,30,32,28,22,26,28,19,21,16,7,5,34,15,Ullanlinna
91,70,Ullanlinna,2019,10858.0,7912.0,833.0,2113.0,,,,,,,,,,,,,,,,
91,70,Ullanlinna,2020,10998.0,8004.0,839.0,2155.0,,,,,,,,,,,,,,,,
91,80,Katajanokka,2013,4454.0,3747.0,338.0,369.0,46,30,29,31,32,22,23,33,16,17,10,9,12,36,18,Katajanokka
91,80,Katajanokka,2014,4446.0,3714.0,357.0,375.0,,,,,,,,,,,,,,,,
91,80,Katajanokka,2015,4470.0,3707.0,355.0,408.0,55,30,30,31,31,22,23,34,16,15,10,9,11,40,18,Katajanokka
91,80,Katajanokka,2016,4448.0,3688.0,347.0,413.0,,,,,,,,,,,,,,,,
91,80,Katajanokka,2017,4541.0,3758.0,368.0,415.0,,,,,,,,,,,,,,,,
91,80,Katajanokka,2018,4577.0,3787.0,366.0,424.0,44,28,29,31,31,23,23,30,16,18,11,9,11,35,17,Katajanokka
91,80,Katajanokka,2019,4832.0,4008.0,399.0,425.0,,,,,,,,,,,,,,,,
91,80,Katajanokka,2020,4995.0,4106.0,441.0,448.0,,,,,,,,,,,,,,,,
91,90,Kaivopuisto,2013,474.0,269.0,46.0,159.0,50,32,33,37,39,23,28,38,21,23,19,12,10,39,23,Kaivopuisto
91,90,Kaivopuisto,2014,489.0,282.0,52.0,155.0,,,,,,,,,,,,,,,,
91,90,Kaivopuisto,2015,502.0,297.0,39.0,166.0,62,39,31,34,42,26,30,39,23,25,22,12,10,42,20,Kaivopuisto
91,90,Kaivopuisto,2016,473.0,284.0,31.0,158.0,,,,,,,,,,,,,,,,
91,90,Kaivopuisto,2017,494.0,288.0,34.0,172.0,,,,,,,,,,,,,,,,
91,90,Kaivopuisto,2018,472.0,278.0,32.0,162.0,60,36,32,38,36,27,28,33,21,23,16,12,10,40,20,Kaivopuisto
91,90,Kaivopuisto,2019,465.0,279.0,35.0,151.0,,,,,,,,,,,,,,,,
91,90,Kaivopuisto,2020,444.0,269.0,33.0,142.0,,,,,,,,,,,,,,,,
91,101,Vilhonvuori,2013,7342.0,6420.0,705.0,217.0,27,29,24,28,29,11,10,27,0,6,4,8,15,32,12,Vilhonvuori
91,101,Vilhonvuori,2014,7391.0,6434.0,729.0,228.0,,,,,,,,,,,,,,,,
91,101,Vilhonvuori,2015,7501.0,6502.0,778.0,221.0,38,29,25,28,26,12,10,28,0,5,5,8,15,34,12,Vilhonvuori
91,101,Vilhonvuori,2016,7454.0,6450.0,793.0,211.0,,,,,,,,,,,,,,,,
91,101,Vilhonvuori,2017,7287.0,6299.0,778.0,210.0,,,,,,,,,,,,,,,,
91,101,Vilhonvuori,2018,7386.0,6347.0,802.0,237.0,26,28,27,28,29,13,9,24,0,5,5,9,16,29,11,Vilhonvuori
91,101,Vilhonvuori,2019,7272.0,6220.0,815.0,237.0,,,,,,,,,,,,,,,,
91,101,Vilhonvuori,2020,7177.0,6136.0,809.0,232.0,,,,,,,,,,,,,,,,
91,102,Kalasatama,2013,1141.0,1001.0,87.0,53.0,31,31,25,29,29,11,9,29,6,0,9,10,18,35,14,Kalasatama
91,102,Kalasatama,2014,1580.0,1373.0,150.0,57.0,,,,,,,,,,,,,,,,
91,102,Kalasatama,2015,2133.0,1888.0,161.0,84.0,42,30,26,30,26,12,9,30,6,0,8,10,18,36,14,Kalasatama
91,102,Kalasatama,2016,2381.0,2095.0,177.0,109.0,,,,,,,,,,,,,,,,
91,102,Kalasatama,2017,2522.0,2216.0,209.0,97.0,,,,,,,,,,,,,,,,
91,102,Kalasatama,2018,2898.0,2510.0,258.0,130.0,30,30,29,28,29,13,9,26,6,0,9,11,19,31,13,Kalasatama
91,102,Kalasatama,2019,3405.0,2924.0,343.0,138.0,,,,,,,,,,,,,,,,
91,102,Kalasatama,2020,4632.0,3952.0,487.0,193.0,,,,,,,,,,,,,,,,
91,121,Harju,2013,7576.0,6606.0,706.0,264.0,27,28,23,23,25,10,9,27,0,6,7,8,16,32,12,Harju
91,121,Harju,2014,7392.0,6437.0,711.0,244.0,,,,,,,,,,,,,,,,
91,121,Harju,2015,7485.0,6492.0,726.0,267.0,38,27,24,25,24,10,10,28,0,6,6,8,16,34,12,Harju
91,121,Harju,2016,7553.0,6521.0,758.0,274.0,,,,,,,,,,,,,,,,
91,121,Harju,2017,7610.0,6532.0,789.0,289.0,,,,,,,,,,,,,,,,
91,121,Harju,2018,7513.0,6427.0,781.0,305.0,26,27,27,27,28,11,9,24,0,5,7,9,17,29,11,Harju
91,121,Harju,2019,7473.0,6410.0,752.0,311.0,,,,,,,,,,,,,,,,
91,121,Harju,2020,7462.0,6398.0,756.0,308.0,,,,,,,,,,,,,,,,
91,122,Alppila,2013,4454.0,3954.0,352.0,148.0,32,17,16,14,15,5,9,23,7,14,8,12,18,32,20,Alppila
91,122,Alppila,2014,4335.0,3831.0,337.0,167.0,,,,,,,,,,,,,,,,
91,122,Alppila,2015,4452.0,3914.0,353.0,185.0,44,17,14,14,15,5,13,25,10,10,9,15,21,43,21,Alppila
91,122,Alppila,2016,4536.0,3957.0,378.0,201.0,,,,,,,,,,,,,,,,
91,122,Alppila,2017,4567.0,4008.0,375.0,184.0,,,,,,,,,,,,,,,,
91,122,Alppila,2018,4530.0,3990.0,367.0,173.0,31,14,14,15,16,5,18,28,10,14,9,15,22,39,20,Alppila
91,122,Alppila,2019,4568.0,4027.0,375.0,166.0,,,,,,,,,,,,,,,,
91,122,Alppila,2020,4478.0,3923.0,379.0,176.0,,,,,,,,,,,,,,,,
91,130,Etu-Töölö,2013,14124.0,11490.0,958.0,1676.0,40,25,24,21,22,14,11,19,8,12,9,4,9,21,7,Etu-Töölö
91,130,Etu-Töölö,2014,14203.0,11617.0,956.0,1630.0,,,,,,,,,,,,,,,,
91,130,Etu-Töölö,2015,14559.0,11871.0,1017.0,1671.0,39,25,23,21,22,12,17,19,11,13,10,4,9,22,7,Etu-Töölö
91,130,Etu-Töölö,2016,14750.0,12036.0,1091.0,1623.0,,,,,,,,,,,,,,,,
91,130,Etu-Töölö,2017,14992.0,12216.0,1165.0,1611.0,,,,,,,,,,,,,,,,
91,130,Etu-Töölö,2018,15152.0,12390.0,1150.0,1612.0,37,22,22,21,22,12,16,19,11,12,10,4,9,24,6,Etu-Töölö
91,130,Etu-Töölö,2019,15075.0,12300.0,1162.0,1613.0,,,,,,,,,,,,,,,,
91,130,Etu-Töölö,2020,14960.0,12172.0,1204.0,1584.0,,,,,,,,,,,,,,,,
91,140,Taka-Töölö,2013,15048.0,12458.0,1012.0,1578.0,35,21,19,19,20,8,11,19,8,16,11,5,11,30,13,Taka-Töölö
91,140,Taka-Töölö,2014,14965.0,12469.0,1022.0,1474.0,,,,,,,,,,,,,,,,
91,140,Taka-Töölö,2015,15244.0,12677.0,1073.0,1494.0,39,22,19,21,21,7,21,20,10,18,12,5,11,33,13,Taka-Töölö
91,140,Taka-Töölö,2016,15487.0,12833.0,1130.0,1524.0,,,,,,,,,,,,,,,,
91,140,Taka-Töölö,2017,15492.0,12809.0,1186.0,1497.0,,,,,,,,,,,,,,,,
91,140,Taka-Töölö,2018,15548.0,12851.0,1211.0,1486.0,34,21,21,22,21,7,22,23,11,18,12,5,12,33,13,Taka-Töölö
91,140,Taka-Töölö,2019,15734.0,12921.0,1280.0,1533.0,,,,,,,,,,,,,,,,
91,140,Taka-Töölö,2020,15478.0,12755.0,1197.0,1526.0,,,,,,,,,,,,,,,,
91,150,Meilahti,2013,5023.0,4267.0,294.0,462.0,37,28,25,19,15,13,25,12,21,24,15,12,18,35,20,Meilahti
91,150,Meilahti,2014,5062.0,4273.0,342.0,447.0,,,,,,,,,,,,,,,,
91,150,Meilahti,2015,5091.0,4327.0,324.0,440.0,35,29,26,19,16,14,26,12,22,23,17,13,18,34,21,Meilahti
